source,target,relation,source_name,target_name
1507,4,compared to,numWords,0
1463,1512,jumps to,WriteWord,0x206
1463,1513,sets,WriteWord,return value
1513,1514,set to,return value,OK
1463,1515,uses,WriteWord,0x210
1463,1462,uses,WriteWord,0x4770
1463,1478,contains,WriteWord,bx lr
1516,1517,load,r1,src
1516,1508,store,r1,dst
1465,1507,decrease,r0,numWords
1465,4,compare,r0,0
1518,1519,jump,code,0x226
1488,1520,uses,asm,movs
1488,1478,uses,asm,bx lr
1521,1243,size,mcu_mram,0x200000
1522,1523,size,mcu_tcm,0x60000
1524,539,size,shared_sram,0x100000
1525,677,Channel0Data,adc,0x40
1526,1527,has data,Channel1,0xAAAA
1528,1529,has data,Channel2,0x15555
1530,1531,has data,Channel3,0x1FFFF
1532,1533,has data,Channel4,0x2AAAA
1534,1535,has data,Channel5,0x35555
1536,1537,has data,Channel6,0x3FFC0
1536,1538,max value,Channel6,integer part
1539,1540,connected to,McuN0IrqBank0,nvic@56
1541,1542,connected to,McuN0IrqBank1,nvic@57
1543,1544,connected to,McuN0IrqBank2,nvic@58
1545,1546,connected to,McuN0IrqBank3,nvic@59
1547,1548,connected to,McuN1IrqBank0,nvic@60
1549,1550,connected to,McuN1IrqBank1,nvic@61
1232,1551,located at,gpio,sysbus 0x40010000
1552,1536,connected to,nvic@19,Channel6
1553,1090,->,McuN1IrqBank2,nvic@62
1554,1093,->,McuN1IrqBank3,nvic@63
1555,1392,located at,iom0,0x40050000
1555,1556,connected to,iom0,nvic@6
1557,1558,located at,iom1,0x40051000
1557,1559,connected to,iom1,nvic@7
1560,1561,located at,iom2,0x40052000
1560,1562,connected to,iom2,nvic@8
1563,1385,located at,iom3,0x40053000
1563,1564,connected to,iom3,nvic@9
1565,1566,located at,iom4,0x40054000
1565,1567,connected to,iom4,nvic@10
1568,1569,located at,iom5,0x40055000
1568,1570,connected to,iom5,nvic@11
1571,1572,located at,iom6,0x40056000
1571,1573,connected to,iom6,nvic@12
1574,1575,located at,iom7,0x40057000
1574,1576,connected to,iom7,nvic@13
92,1577,located at,rtc,0x40004800
92,1578,connected to,rtc,nvic@2
1579,5,has inputs,timerIRQ,16
1579,1580,connected to,timerIRQ,nvic@14
1252,332,located at,timer,0x40008000
1252,1581,connected to,timer,timerIRQ@0
1252,647,connected to,timer,nvic@67
1252,1582,connected to,timer,timerIRQ@1
1252,649,connected to,timer,nvic@68
1252,1583,connected to,timer,timerIRQ@2
1252,1584,connected to,timer,nvic@69
1252,1585,connected to,timer,timerIRQ@3
1252,1586,connected to,timer,nvic@70
1252,1587,connected to,timer,timerIRQ@4
1252,1588,connected to,timer,nvic@71
1252,1589,connected to,timer,timerIRQ@5
1252,1590,connected to,timer,nvic@72
1252,1591,connected to,timer,timerIRQ@6
1252,1592,connected to,timer,nvic@73
1252,1593,connected to,timer,timerIRQ@7
1252,1594,connected to,timer,nvic@74
1595,1596,mapped to,timerIRQ@8,nvic@75
1597,1598,mapped to,timerIRQ@9,nvic@76
1599,1600,mapped to,timerIRQ@10,nvic@77
1601,1602,mapped to,timerIRQ@11,nvic@78
1603,1604,mapped to,timerIRQ@12,nvic@79
1605,1606,mapped to,timerIRQ@13,nvic@80
1607,1608,mapped to,timerIRQ@14,nvic@81
1609,1610,mapped to,timerIRQ@15,nvic@82
1611,1612,mapped to,IRQA,nvic@32
1613,1614,mapped to,IRQB,nvic@33
1615,1616,mapped to,IRQC,nvic@34
1617,1618,mapped to,IRQD,nvic@35
1619,1620,mapped to,IRQE,nvic@36
1621,1622,mapped to,IRQF,nvic@37
1623,1624,mapped to,IRQG,nvic@38
1625,1626,located at,stimer,0x40008800
1627,1628,mapped to,IRQH,nvic@39
1629,1630,mapped to,IRQI,nvic@40
541,1631,interrupt,uart0,nvic@15
541,1632,located at,uart0,0x4001C000
541,1631,connected to,uart0,nvic@15
1150,1633,located at,uart1,0x4001D000
1150,1634,connected to,uart1,nvic@16
1152,1635,located at,uart2,0x4001E000
1152,1636,connected to,uart2,nvic@17
1154,1637,located at,uart3,0x4001F000
1154,1638,connected to,uart3,nvic@18
1639,1640,located at,pwrctrl,0x40021000
1641,1642,located at,security,0x40030000
1643,1644,located at,wdt,0x40024000
1645,24,located at,cpu_complex,sysbus
1645,848,has size,cpu_complex,0x1000
1646,1497,has offset,DAXI Control,0x54
24,1647,has init,sysbus,SilenceRange
1647,1648,has range,SilenceRange,0x40020000-0x40020FFF
1647,1649,has range,SilenceRange,0x47FF0000-0x47FF0004
24,1650,has tag,sysbus,CPU_BOOTROM
24,1651,has tag,sysbus,CLKGEN
1652,1653,has tag,TIMER,"0x40008000,0x400087FF"
1654,1655,has tag,MRAM,"0x40014000,0x40014FFF"
1650,1656,tagged as,CPU_BOOTROM,0x0800004D
1651,1657,tagged as,CLKGEN,0x40004000
1652,332,tagged as,TIMER,0x40008000
1654,1658,tagged as,MRAM,0x40014000
1659,550,tagged as,CRYPTO,0x400C0000
1660,1661,tagged as,OTP,0x400C2000
1662,619,tagged as,NVM_OTP,0x42000000
1663,619,tagged as,INFO0,0x42000000
1664,1665,tagged as,INFO1,0x42002000
233,234,tagged as,ITM,0xE0000000
481,1666,identified as,Tag,JEDEC
481,1667,has range,Tag,0xF0000000-0xF0000FFF
1668,1669,has size,biosMemory,0xFF0000
1668,540,mapped to,biosMemory,0x0
1668,1669,mapped to,biosMemory,0xFF0000
1668,1670,mapped to,biosMemory,0xFFFF0000
1671,40,has size,sdram,0x20000000
1671,1434,mapped to,sdram,0x1000000
487,1672,mapped to,uart,0xE00003F8
41,1673,has type,cpu,n270
41,1674,has lapic,cpu,lapic
1674,1675,mapped to,lapic,0xFEE00000
1674,41,has IRQ,lapic,cpu
1676,1677,mapped to,hpet,0xFED00000
1678,1679,Tag,0xE0000020,PIC1_CMD
1680,1681,Tag,0xE0000021,PIC1_DATA
1682,1683,Tag,0xE00000A0,PIC2_CMD
1684,1685,Tag,0xE00000A1,PIC2_DATA
1686,1687,Tag,0xE0000040,PIT_CHANNEL0
1688,1689,Tag,0xE0000041,PIT_CHANNEL1
1690,1691,Tag,0xE0000042,PIT_CHANNEL2
1692,1693,Tag,0xE0000043,PIT_CMDREG
1694,1695,Tag,0xE0000CF8,PCI_ADDRESS
1696,1697,Tag,0xE0000CFC,PCI_DATA
1698,1699,Tag,0xE0000070,CMOS_ADDRESS
481,1700,has value,Tag,CMOS_DATA
41,1701,type,cpu,cortex-m4
19,573,frequency,dwt,72000000
1702,1703,size,boot,0x400000
1702,540,address,boot,0x0
538,1703,size,flash,0x400000
538,1703,address,flash,0x400000
831,1703,size,rom,0x400000
1704,40,peripheralBase,sram_bb,0x20000000
47,1703,size,sram,0x400000
1705,1706,nvic,tc0_1_2,23-25
1707,1708,nvic,tc3_4_5,26-28
1709,9,enablePdc,usart0,true
1709,887,nvic,usart0,14
1087,1710,located at,usart1,0x40028000
1087,9,has enablePdc,usart1,true
1709,1644,located at,usart0,0x40024000
1709,9,enabled pdc,usart0,true
1709,1580,connected to,usart0,nvic@14
1087,9,enabled pdc,usart1,true
1087,1631,connected to,usart1,nvic@15
1525,1711,located at,adc,0x40038000
1525,544,base frequency,adc,120000000
1525,1105,connected to,adc,nvic@29
1712,1713,located at,dacc,0x4003C000
1712,1107,connected to,dacc,nvic@30
1714,1715,located at,PMC_SR,0x400E0468
1714,178,size,PMC_SR,0x4
1714,9,initable,PMC_SR,true
1714,184,filename,PMC_SR,scripts/pydev/flipflop.py
541,1716,has mode,uart0,uartOnlyMode
541,1717,has pdc,uart0,enablePdc
541,543,connected to,uart0,nvic
1150,1716,has mode,uart1,uartOnlyMode
1150,1717,has pdc,uart1,enablePdc
1150,543,connected to,uart1,nvic
1718,538,has memory,eefc,flash
1718,543,connected to,eefc,nvic
1643,1719,has controller,wdt,rstc
1643,543,connected to,wdt,nvic
1720,619,located at,peripheral_bb,0x42000000
1720,24,part of,peripheral_bb,sysbus
1721,484,equals,peripheralBase,0x40000000
74,1719,resetController,Timers,rstc
74,128,nvic,Timers,4
631,484,peripheralBase,Miscellaneous,0x40000000
1722,1434,size,sram0,0x1000000
1086,1434,size,sram1,0x1000000
1723,1434,size,sram2,0x1000000
1724,1434,size,sram3,0x1000000
74,1725,sysbus,Timers,0x400E1450
631,619,sysbus,Miscellaneous,0x42000000
1722,640,sysbus,sram0,0x60000000
1086,1726,sysbus,sram1,0x61000000
1723,1727,sysbus,sram2,0x62000000
1724,1728,sysbus,sram3,0x63000000
430,1729,located at,CRC,0x40044000
430,1612,connected to,CRC,nvic@32
1730,1731,located at,pioA,0x400E0E00
1730,1570,connected to,pioA,nvic@11
1732,1733,located at,pioB,0x400E1000
1732,1573,connected to,pioB,nvic@12
1734,1735,located at,pioC,0x400E1200
1734,1576,connected to,pioC,nvic@13
1037,332,located at,SPI,0x40008000
1736,1632,located at,twi1,0x4001C000
1736,595,connected to,twi1,nvic@20
1737,1738,located at,twi0,0x40018000
1737,1552,connected to,twi0,nvic@19
490,332,located at,spi,0x40008000
1736,543,connected to,twi1,nvic
1737,543,connected to,twi0,nvic
24,1739,has tag,sysbus,Peripherals
24,1740,has tag,sysbus,HSMCI
24,1741,has tag,sysbus,SSC
24,521,has tag,sysbus,PWM
24,1742,has tag,sysbus,UDP
24,1743,has tag,sysbus,ACC
1744,1745,has tag,0x400E0000,System Controller
1744,1746,has tag,0x400E0000,SMC
1747,1748,has tag,0x400E0200,MATRIX
1749,394,has tag,0x400E0400,PMC
1750,1751,has tag,0x400E0740,CHIPID
1752,1753,has tag,0x400E0A00,EEFC0
1754,1755,has tag,0x400E1410,SUPC
1756,1757,has tag,0x400E1430,RTT
1758,999,has tag,0x400E1460,RTC
1759,1760,has tag,0x400E1490,GPBR
1761,1753,has tag,0x400E0C00,EEFC0
1762,1028,located at,dram,0x80000000
1762,1028,size,dram,0x80000000
541,33,located at,uart0,0x10000000
541,1763,IRQ,uart0,plic@3
41,1764,type,cpu,rv32imac
41,524,time provider,cpu,clint
41,4,hartId,cpu,0
1061,1765,source,plic,cpu@11
1061,1766,number of sources,plic,52
1061,8,number of contexts,plic,1
1767,1040,located at,IRQControllers,0x02000000
1767,41,connected to,IRQControllers,cpu
1767,1101,has frequency,IRQControllers,10000000
1768,33,size,fsmcBank1,0x10000000
47,1523,size,sram,0x60000
538,1243,size,flash,0x200000
1087,1088,frequency,usart1,200000000
1087,1622,IRQ,usart1,nvic@37
1089,1624,IRQ,usart2,nvic@38
1092,1769,type,usart3,UART.STM32F7_USART
1768,1279,type,fsmcBank1,Memory.MappedMemory
47,1279,type,sram,Memory.MappedMemory
538,1279,type,flash,Memory.MappedMemory
1770,1088,frequency,usart6,200000000
1770,1588,IRQ,usart6,nvic@71
162,1771,IRQ,can1,nvic@[19-22]
543,1772,systickFrequency,nvic,216000000
543,1324,IRQ,nvic,cpu@0
41,1773,PerformanceInMips,cpu,462
41,2,hasType,cpu,cortex-m7
41,1773,hasPerformance,cpu,462
41,543,hasNvic,cpu,nvic
1083,1774,hasOutputLines,exti,24
1083,543,connectsTo,exti,nvic
1775,900,hasInputs,nvicInput23,5
1775,543,connectsTo,nvicInput23,nvic
1776,1337,hasInputs,nvicInput40,6
1776,543,connectsTo,nvicInput40,nvic
1125,1777,has modeResetValue,gpioPortA,0xA8000000
1125,1778,has pullUpPullDownResetValue,gpioPortA,0x64000000
1125,5,has numberOfAFs,gpioPortA,16
1126,1779,has modeResetValue,gpioPortB,0x00000280
1126,1780,has outputSpeedResetValue,gpioPortB,0x000000C0
1126,1781,has pullUpPullDownResetValue,gpioPortB,0x00000100
1126,5,has numberOfAFs,gpioPortB,16
1125,1782,connected to,gpioPortA,syscfg#0
1126,1783,connected to,gpioPortB,syscfg#1
1128,5,has AFs,gpioPortC,16
1128,1784,connected to,gpioPortC,syscfg#2
1130,5,has AFs,gpioPortD,16
1130,1785,connected to,gpioPortD,syscfg#3
1132,5,has AFs,gpioPortE,16
1132,1786,connected to,gpioPortE,syscfg#4
1134,5,has AFs,gpioPortF,16
1136,1787,has address,gpioPortG,0x40021800
1136,5,has AFs,gpioPortG,16
1136,1788,connects to,gpioPortG,syscfg#5
1138,1789,has address,gpioPortH,0x40021C00
1138,5,has AFs,gpioPortH,16
1138,1790,connects to,gpioPortH,syscfg#7
1791,1792,has address,gpioPortI,0x40022000
1791,5,has AFs,gpioPortI,16
1791,1793,connects to,gpioPortI,syscfg#8
1794,1795,has address,gpioPortJ,0x40022400
1794,5,has AFs,gpioPortJ,16
1796,5,number,AFs,16
1796,1797,mapped to,AFs,syscfg#9
1794,1797,connected to,gpioPortJ,syscfg#9
1798,5,has AFs,gpioPortK,16
1798,1799,connected to,gpioPortK,syscfg#10
1228,1800,connected to,ethernet,nvic#61
831,44,has size,rom,0x10000
1077,1801,has IRQ,spi1,nvic#35
1078,1620,IRQ,spi2,nvic@36
1079,1802,IRQ,spi3,nvic@51
1098,1803,->,dma1,"nvic@11-17,47"
1804,1805,->,dma2,"nvic@56-60,68-70"
1806,1807,->,ltdc,nvic@88
1808,1809,->,dma2d,nvic@90
1099,1810,EventInterrupt,i2c1,nvic@31
1811,1612,->,ErrorInterrupt,nvic@32
1808,1809,connected to,dma2d,nvic@90
1099,1810,event interrupt,i2c1,nvic@31
1099,1612,error interrupt,i2c1,nvic@32
1219,1614,event interrupt,i2c2,nvic@33
1219,1616,error interrupt,i2c2,nvic@34
1812,1590,event interrupt,i2c3,nvic@72
1812,1592,error interrupt,i2c3,nvic@73
1813,1814,event interrupt,i2c4,nvic@95
1811,1815,->,ErrorInterrupt,nvic@96
1083,1816,<-,exti,syscfg
1817,178,size,lptim1Isr,0x4
1817,9,initable,lptim1Isr,true
1817,179,filename,lptim1Isr,flipflop.py
1818,1819,->,AlarmIRQ,nvic@41
92,1820,type,rtc,Timers.STM32F4_RTC
1821,92,rtcPeripheral,rcc,rtc
559,1606,->,rng,nvic@80
1821,1822,located at,rcc,0x40023800
1823,92,type,rtcPeripheral,rtc
559,1824,located at,rng,0x50060800
1825,178,size,pwrCr1,0x4
1825,9,initable,pwrCr1,true
1825,179,filename,pwrCr1,flipflop.py
1826,178,size,pwrCsr1,0x4
1826,9,initable,pwrCsr1,true
1826,179,filename,pwrCsr1,flipflop.py
559,1606,connected to,rng,nvic@80
1825,1139,located at,pwrCr1,0x40007000
1826,1827,located at,pwrCsr1,0x40007004
1828,543,IRQ,sdmmc,nvic
1828,1804,DMAReceive,sdmmc,dma2
1829,1830,size,flash_regs,0x400
1108,178,size,timer5,0x4
1108,9,initable,timer5,true
1108,1831,filename,timer5,scripts/pydev/ticker.py
1110,1104,initialLimit,timer6,0xFFFF
1110,543,interrupt,timer6,nvic
481,1832,has range,Tag,0xE0001000-0xE0001FFF
481,1833,is,Tag,M4_DWT
562,1834,located at,ApplySVD,https://dl.antmicro.com/projects/renode/svd/STM32F7x6.svd.gz
1835,1836,has cpuType,U74_2,rv64gc
1835,8,has hartId,U74_2,1
1835,525,has privilegedArchitecture,U74_2,Priv1_10
1835,524,has timeProvider,U74_2,clint
1837,1836,has cpuType,U74_1,rv64gc
1837,4,has hartId,U74_1,0
1837,525,has privilegedArchitecture,U74_1,Priv1_10
1837,524,has timeProvider,U74_1,clint
1838,37,has size,dtim,0x2000
1839,21,has size,itim0,0x8000
1840,21,size,itim1,0x8000
524,1841,frequency,clint,6250000
524,12,numberOfTargets,clint,2
524,1837,targets,clint,U74_1
524,1835,targets,clint,U74_2
1842,1243,size,L2LIM,0x200000
1061,1843,numberOfSources,plic,127
1061,1837,targets,plic,U74_1
1061,1835,targets,plic,U74_2
1844,9,enabled,priorities,true
1845,128,number,context,4
1846,1847,has size,rstgen,0x20
1846,9,is initable,rstgen,true
1848,1849,has offset,request,offset
1850,1851,has value,regs,0xffffffff
1852,1853,has value,mask,0xfffff3fb
1848,1850,has value,request,regs
1848,1854,has attribute,request,Value
1848,1855,has attribute,request,IsWrite
1848,1856,has attribute,request,Offset
1850,1849,has index,regs,offset
1852,1849,has index,mask,offset
1848,1857,has attribute,request,IsInit
1848,1858,has attribute,request,IsRead
1859,43,has attribute,audiorstgen,size
1859,1860,has attribute,audiorstgen,initable
1859,1861,has attribute,audiorstgen,script
1862,1863,assigned,request.Value,~reg & 0xffffffff
1864,1865,is true,request.IsWrite,reg = request.Value
1866,1862,assigned,reg,request.Value
1867,1372,size,voutsysrstgen,0x8
1867,9,initable,voutsysrstgen,true
1867,24,at,voutsysrstgen,sysbus
1867,1868,address,voutsysrstgen,0x12250000
541,9,wideRegisters,uart0,true
541,24,at,uart0,sysbus
541,1869,address,uart0,0x11870000
541,1870,IRQ,uart0,plic@92
1150,1871,hasIRQ,uart1,plic@93
1152,1872,hasIRQ,uart2,plic@72
1154,1873,hasIRQ,uart3,plic@73
1150,1874,hasRegisters,uart1,wideRegisters
1152,1874,hasRegisters,uart2,wideRegisters
1154,1874,hasRegisters,uart3,wideRegisters
1875,34,hasSize,SoCSRAM,0x20000
600,1876,connected to,IRQ,plic@70
1877,1878,is,transmitDepth,128
1879,1878,is,receiveDepth,128
1875,1880,mapped at,SoCSRAM,0x18000000
1875,34,size,SoCSRAM,0x20000
1078,1878,transmitDepth,spi2,128
1078,1878,receiveDepth,spi2,128
1078,1876,IRQ,spi2,plic@70
1228,1881,IRQ,ethernet,plic@6
1228,1882,version,ethernet,SynopsysEthernetVersion.BeagleV
24,1883,Tag,sysbus,SDIO
24,1884,Tag,sysbus,USB30
1885,1886,tag,QSPI,0x11860000
1887,1888,tag,I2C0,0x118B0000
1889,1890,tag,I2C1,0x118C0000
1889,1891,tag,I2C1,0x12450000
1892,1893,tag,sgdam2,0x100b0000
1894,1895,tag,sgdam1,0x10500000
1896,1897,tag,GPIO,0x11910000
1898,27,tag,CLKGEN_CSR,0x11800000
1899,1900,tag,SYSCTRL,0x11850000
1901,1902,tag,TRNG,0x118D0000
1903,1904,tag,DOM_AUDIO,0x10480000
481,1905,has value,Tag,VOUT
481,1906,has address,Tag,0x12240000
481,537,has size,Tag,0x30000
1907,1908,has upper size,STM32G0B1xx,0x0807FFFF
1909,1910,has upper size,STM32G071xx,0x0801FFFF
1911,1912,has upper size,STM32G051xx,0x0800FFFF
538,34,has size,flash,0x20000
483,1913,has size,ram,0xC000
543,574,has priorityMask,nvic,0xF0
543,573,has systickFrequency,nvic,72000000
543,41,has IRQ,nvic,cpu
1914,1787,has address,EXTI,0x40021800
1914,1915,has output lines,EXTI,34
1914,1916,has first direct line,EXTI,19
1914,1917,connects to,EXTI,NVIC
1918,1919,map to,lines 0-1,nvicInput5
1920,1921,map to,lines 2-3,nvicInput6
1922,1923,map to,lines 4-15,nvicInput7
1924,1917,maps to,line 23,NVIC
1925,1926,map to,lines 32-33,nvicInput8
1927,1928,map to,lines 17-18,nvicInput12
1926,1929,has,nvicInput8,numberOfInputs
1926,1562,connected to,nvicInput8,nvic@8
1926,1562,has,nvicInput8,nvic@8
1926,12,numberOfInputs,nvicInput8,2
1930,1567,has,nvicInput10,nvic@10
1930,12,numberOfInputs,nvicInput10,2
1931,1570,has,nvicInput11,nvic@11
1931,1208,numberOfInputs,nvicInput11,9
1928,1573,has,nvicInput12,nvic@12
1928,12,numberOfInputs,nvicInput12,2
1919,1932,has,nvicInput5,nvic@5
1919,12,numberOfInputs,nvicInput5,2
1921,12,numberOfInputs,nvicInput6,2
1923,1933,numberOfInputs,nvicInput7,12
1934,128,numberOfInputs,nvicInput29,4
41,1935,cpuType,cpu,cortex-m0
1087,603,IRQ,usart1,nvic@27
1089,1936,has IRQ,usart2,nvic@28
1089,1936,IRQ,usart2,nvic@28
1092,1937,IRQ,usart3,nvicInput29@0
1938,1088,frequency,usart4,200000000
1938,1939,IRQ,usart4,nvicInput29@1
1940,1088,frequency,usart5,200000000
1770,1941,IRQ,usart6,nvicInput29@3
600,1942,nvicInput,IRQ,29@2
1125,1943,modeResetValue,gpioPortA,0xEBFFFFFF
1125,1944,pullUpPullDownResetValue,gpioPortA,0x24000000
1125,843,numberOfAFs,gpioPortA,8
1125,1945,exti,gpioPortA,0-15
1126,1102,modeResetValue,gpioPortB,0xFFFFFFFF
1946,28,is,pullUpPullDownResetValue,0x00000000
1947,843,is,numberOfAFs,8
1083,1948,mapped to,exti,[0-15]
1126,1102,has modeResetValue,gpioPortB,0xFFFFFFFF
1126,28,has pullUpPullDownResetValue,gpioPortB,0x00000000
1126,843,has numberOfAFs,gpioPortB,8
1126,1083,connected to,gpioPortB,exti
1128,1102,has modeResetValue,gpioPortC,0xFFFFFFFF
1128,28,has pullUpPullDownResetValue,gpioPortC,0x00000000
1128,843,has numberOfAFs,gpioPortC,8
1128,1083,connected to,gpioPortC,exti
1130,1102,has modeResetValue,gpioPortD,0xFFFFFFFF
1130,28,has pullUpPullDownResetValue,gpioPortD,0x00000000
1130,843,has numberOfAFs,gpioPortD,8
1130,1083,connected to,gpioPortD,exti
1949,1102,is,modeResetValue,0xFFFFFFFF
1132,1950,has address,gpioPortE,0x50001000
1134,1951,has address,gpioPortF,0x50001400
1099,988,located at,i2c1,0x40005400
1099,24,connected to,i2c1,sysbus
1952,1953,connected to,EventInterrupt,exti@23
1099,1953,interrupt,i2c1,exti@23
1219,1954,interrupt,i2c2,exti@22
1077,599,interrupt,spi1,nvic@25
1078,602,interrupt,spi2,nvic@26
1079,602,interrupt,spi3,nvic@26
1160,1101,frequency,timer1,10000000
1160,1104,initialLimit,timer1,0xFFFF
1160,1580,interrupt,timer1,nvic@14
1100,1631,connected to,timer2,nvic@15
1103,1634,connected to,timer3,nvic@16
1106,1634,connected to,timer4,nvic@16
1112,1638,connected to,timer7,nvic@18
1112,1955,located at,timer7,0x40001400
1956,1101,frequency,timer14,10000000
1956,1104,initialLimit,timer14,0xFFFF
1956,1552,connected to,timer14,nvic@19
1114,595,connected to,timer15,nvic@20
1116,596,connected to,timer16,nvic@21
1112,1955,sysbus,timer7,0x40001400
1956,984,sysbus,timer14,0x40002000
1114,1658,sysbus,timer15,0x40014000
1116,1957,sysbus,timer16,0x40014400
1118,597,connected to,timer17,nvic@22
1958,1959,located at,fdcan1,0x40006400
1960,1961,located at,fdcan2,0x40006800
92,1962,located at,rtc,0x40002800
92,1963,AlarmIRQ connected to,rtc,exti@19
1958,24,located at,fdcan1,sysbus
1958,1959,has address,fdcan1,0x40006400
1960,24,located at,fdcan2,sysbus
1960,1961,has address,fdcan2,0x40006800
92,24,located at,rtc,sysbus
92,1962,has address,rtc,0x40002800
92,1963,has irq,rtc,exti@19
1821,24,located at,rcc,sysbus
1821,1640,has address,rcc,0x40021000
1821,1830,has size,rcc,0x400
1821,9,is initable,rcc,true
1848,1964,has type,request,Type
1848,1856,has offset,request,Offset
1848,1854,has value,request,Value
1848,1965,has length,request,Length
1848,1966,has data,request,data
1967,1968,controlled by,hsion,HSI16
1969,364,controlled by,pllon,PLL
1970,1971,controlled by,sw,System clock
1972,1848,is updated by,lastVal,request
1122,1973,has bit,RCC_CR,HSION_RW
1122,1974,has bit,RCC_CR,HSIRDY_R
1122,1975,has bit,RCC_CR,PLLRDY
1974,1976,equals,HSIRDY_R,HISON
1848,1966,sets value,request,data
1977,919,equals,request.Offset,0x24
1977,1978,equals,request.Offset,0x60
1862,540,set to,request.Value,0x0
1862,1979,set to,request.Value,data['lsion']
1862,1980,set to,request.Value,data['sw']
1098,1366,has channels,dma1,7
1098,1564,connected to,dma1,nvic@9
1098,1981,connected to,dma1,"nvicInput10@[0, 1]"
1098,1982,connected to,dma1,nvicInput11@[0-3]
1804,900,has channels,dma2,5
1804,1983,connected to,dma2,nvicInput11@[4-8]
1525,1984,has reference voltage,adc,3.3
1525,1985,has external event frequency,adc,1000
1525,1573,connected to,adc,nvic@12
1986,986,located at,iwdg,0x40003000
1986,1987,has frequency,iwdg,32000
1988,1792,located at,flash_ctrl,0x40022000
1988,538,has flash,flash_ctrl,flash
1989,986,located at,IWDG,0x40003000
1989,1987,frequency,IWDG,32000
1990,1991,tagged at,WWDG,0x40002C00
1989,986,tagged at,IWDG,0x40003000
768,1992,tagged at,USB,0x40005C00
1993,1994,tagged at,CRS,0x40006C00
1140,1139,tagged at,PWR,0x40007000
1995,1996,tagged at,DAC,0x40007400
1997,1998,has address,CEC,0x40007800
1999,2000,has address,SYSCFG,0x40010000
989,2001,has address,DBG,0x40015800
2002,1792,has address,FLASH_INTERFACE,0x40022000
430,2003,has address,CRC,0x40023000
41,2004,has type,cpu,cortex-a78
41,565,has controller,cpu,gic
1252,2005,triggers,timer,gic#0@29
1252,2006,triggers,timer,gic#0@30
1252,2007,triggers,timer,gic#0@27
1252,2008,triggers,timer,gic#0@26
1252,2009,triggers,timer,gic#0@28
24,53,has address,sysbus,0x8000000
24,2010,has size,sysbus,0x010000
24,1174,has region,sysbus,distributor
24,1255,has IRQControllers,sysbus,ArmGicRedistributorRegistration
1255,41,has attachedCPU,ArmGicRedistributorRegistration,cpu
1255,2011,has address,ArmGicRedistributorRegistration,0x80a0000
1257,2012,is,architectureVersion,GICv4
538,1279,is,flash,Memory.MappedMemory
538,529,has size,flash,0x08000000
538,2013,is at,flash,sysbus 0x0
41,2014,cpuType,cpu,cortex-m0+
41,543,->,cpu,nvic
47,2015,size,sram,0x5000
1083,2016,numberOfOutputLines,exti,30
1083,2017,firstDirectLine,exti,23
2018,2019,->,"[0, 1]","nvicInput5@[0, 1]"
2020,2021,->,"[2, 3]","nvicInput6@[0, 1]"
2022,2023,->,[4-15],nvicInput7@[0-11]
2024,2025,->,"[16, 23, 25, 26, 28, 29]","nvic@[1, 23, 27, 28, 29, 13]"
2026,2027,->,"[17, 19, 20]",nvicInput2@[0-2]
2028,2029,->,"[21, 22]",nvicInput12@[0-1]
1919,1932,->,nvicInput5,nvic@5
1921,1556,->,nvicInput6,nvic@6
1923,1559,->,nvicInput7,nvic@7
2030,15,numberOfInputs,nvicInput2,3
2030,1578,->,nvicInput2,nvic@2
1928,1573,->,nvicInput12,nvic@12
2030,2031,is a,nvicInput2,Miscellaneous.CombinedInput
2030,15,has,nvicInput2,3
2030,1578,maps to,nvicInput2,nvic@2
1928,2031,is a,nvicInput12,Miscellaneous.CombinedInput
1928,12,has,nvicInput12,2
1928,1573,maps to,nvicInput12,nvic@12
646,2032,is a,adc1,Analog.STM32_ADC
646,2033,is connected to,adc1,sysbus 0x40012400
646,1573,maps to,adc1,nvic@12
1125,2034,is a,gpioPortA,GPIOPort.STM32_GPIOPort
1125,2035,is connected to,gpioPortA,"sysbus <0x50000000, +0x400>"
1125,2036,has,gpioPortA,0xEBFFFCFF
1125,1944,has,gpioPortA,0x24000000
1125,843,has,gpioPortA,8
1125,2037,maps to,gpioPortA,exti@[0-15]
1126,2034,is a,gpioPortB,GPIOPort.STM32_GPIOPort
1126,2038,is connected to,gpioPortB,"sysbus <0x50000400, +0x400>"
1126,1102,has,gpioPortB,0xFFFFFFFF
1126,28,has,gpioPortB,0x00000000
1126,843,has,gpioPortB,8
1126,2037,maps to,gpioPortB,exti@[0-15]
1128,2034,is a,gpioPortC,GPIOPort.STM32_GPIOPort
1128,2039,is connected to,gpioPortC,"sysbus <0x50000800, +0x400>"
1128,1102,has,gpioPortC,0xFFFFFFFF
1128,28,has,gpioPortC,0x00000000
1128,843,has,gpioPortC,8
1128,2037,maps to,gpioPortC,exti@[0-15]
1130,2034,is a,gpioPortD,GPIOPort.STM32_GPIOPort
1130,2040,is connected to,gpioPortD,"sysbus <0x50000C00, +0x400>"
1130,1102,has,gpioPortD,0xFFFFFFFF
1130,28,has,gpioPortD,0x00000000
1130,843,has,gpioPortD,8
1130,2037,maps to,gpioPortD,exti@[0-15]
1130,2041,@ sysbus,gpioPortD,"<0x50000C00, +0x400>"
1130,1102,modeResetValue,gpioPortD,0xFFFFFFFF
